DOEID,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,MONEYPY,TOTALBTU,TOTALDOL
103212,1,65,1,2,0,1,1,0,6,20947.35,791.07
103213,2,35,1,4,0,1,2,0,16,55617.54,1478.21
103214,1,72,1,3,0,1,2,0,14,162308.43,2344.61
103215,2,42,1,1,0,1,3,1,10,56711.39,1146.75
103216,1,67,3,3,0,1,1,0,8,34504.13,795.84
103217,1,57,4,4,0,5,6,2,16,46779.63,1349.5
103218,1,55,3,4,0,1,1,0,12,78307.34,1959.95
103219,1,87,3,2,0,1,1,0,10,33401.73,1086.12
103220,2,44,2,1,1,1,4,2,6,14640.33,548.25
103221,1,51,1,3,0,1,3,0,16,105718.44,2615.9
103222,2,50,1,5,0,2,1,0,16,83860.37,1013.57
103223,1,86,3,2,0,1,2,0,12,83418.5,2251.08
103224,1,67,3,2,1,1,2,0,8,41658.63,1030.04
103225,2,79,3,4,0,1,2,0,16,73168.06,2160.9
103226,1,35,1,2,0,1,2,0,11,126543.77,2174.63
103227,2,51,1,3,0,1,4,2,14,105465.52,1804.43
103228,1,56,1,4,0,1,3,1,15,56493.54,2103.44
103229,1,36,1,1,1,1,7,4,12,89740.96,1868.38
103230,1,69,2,2,0,1,1,0,10,88162.82,1453.95
103231,1,67,1,3,0,1,1,0,7,31067.62,799.39
103232,1,67,2,5,0,1,7,2,16,113812.32,1893.33
103233,2,78,3,3,0,2,2,0,13,82388.22,2078.17
103234,1,58,1,3,0,1,2,0,14,89996.7,1872.37
103235,2,58,1,3,0,1,1,0,14,19210.59,698.89
103236,1,49,1,4,0,1,4,3,13,103705.03,1654.94
103237,1,37,1,5,1,1,2,0,15,91697.62,2253.32
103238,1,56,1,3,0,1,2,0,16,135182.55,2124.76
103239,2,18,4,3,1,1,3,0,14,92512.97,2482.04
103240,2,81,3,3,0,1,2,0,11,81486.92,2480.67
103241,1,47,1,3,0,4,2,0,13,40327.53,1337.98
103242,1,63,1,3,0,1,2,0,9,26343.98,877.16
103243,2,44,1,4,0,1,3,1,15,155332.93,2883.53
103244,1,41,4,2,0,1,5,2,6,146999.02,2451.02
103245,1,56,2,4,0,1,6,1,15,64429.6,1906.78
103246,1,49,1,4,0,2,2,0,15,88254.98,2918.46
103247,2,67,3,3,0,1,1,0,13,97214.39,2873.85
103248,1,26,1,3,0,1,1,0,12,83881.11,977.2
103249,1,55,1,5,0,1,1,0,14,80428.45,1621.48
103250,2,80,3,5,0,1,2,0,12,142927.11,2149.31
103251,2,47,1,4,0,1,4,2,13,169064.8,2274.26
103252,1,75,3,4,0,2,2,0,13,51434.53,1797.44
103253,2,82,3,3,0,1,2,0,16,33372.82,622.91
103254,2,85,3,4,0,2,1,0,11,29499.82,959.24
103255,1,80,3,4,0,1,1,0,7,29955.71,1564.68
103256,1,56,4,3,0,2,3,0,11,73904.74,2106.39
103257,1,38,1,4,0,1,4,2,16,152570.61,2264.65
103258,2,78,3,5,0,4,2,0,12,43561.21,1229.53
103259,2,68,4,4,0,1,2,0,13,78898.23,2567.55
103260,1,90,3,2,0,1,1,0,12,60475.76,2259.76
103261,1,81,3,2,0,1,1,0,7,65300.13,1243.66
103262,1,49,1,5,0,1,4,1,15,130648.42,3681.09
103263,1,49,1,3,1,1,2,1,15,146941.1,1732.39
103264,1,62,1,2,1,1,3,0,15,70367.15,2097.06
103265,2,74,3,4,0,1,2,0,16,158169.16,4217.99
103266,2,60,3,3,0,1,4,1,16,143836.65,4053.13
103267,1,59,1,3,0,1,1,0,11,26426.73,937.1
103268,1,31,2,2,0,1,5,3,7,16659.73,645.9
103269,1,30,4,3,0,1,3,1,7,100647.55,2582.34
103270,1,66,3,3,1,1,1,0,4,35084.14,541.11
103271,1,50,1,3,0,1,6,2,15,145821.16,3073.02
103272,2,44,1,1,1,1,4,2,6,94566.55,2465.53
103273,2,57,3,2,0,1,2,0,13,81064.15,2252.15
103274,1,52,1,5,0,1,2,0,16,31426.83,1261.54
103275,1,67,2,4,0,1,2,0,15,60268.79,2010.62
103276,1,35,1,3,0,1,3,1,9,60960.49,1037.28
103277,2,60,1,2,0,1,1,0,10,38341.38,1507.84
103278,2,54,4,2,0,1,1,0,1,94549.17,3013.08
103279,1,47,1,3,0,1,3,1,5,57348.45,2326.12
103280,2,41,1,4,0,2,4,2,15,45707.02,1486.25
103281,1,90,3,4,0,1,2,0,16,106236.41,1238.21
103282,1,30,4,4,0,1,1,0,10,20324.29,614.2
103283,2,47,1,2,1,2,6,2,15,70368.29,2403.92
103284,1,70,3,4,0,1,2,0,16,87027.09,1981.35
103285,1,49,1,5,0,1,4,2,16,94024.65,1405.56
103286,1,65,3,2,0,1,1,0,4,65576.46,1991.02
103287,2,43,4,4,0,4,2,0,15,50922.77,813.12
103288,1,80,3,1,0,1,4,0,10,87095.11,2027.44
103289,2,42,2,3,0,1,4,2,7,26876.09,785.94
103290,2,42,1,5,0,1,2,0,16,33581.72,2058.56
103291,1,51,1,3,0,1,1,0,10,60348.13,1741.43
103292,1,64,2,5,0,2,1,0,9,69393.85,1178.76
103293,2,70,3,4,0,4,2,0,14,48919.77,1859.56
103294,2,40,1,4,1,1,3,0,11,56590.49,2826.26
103295,2,66,3,5,0,1,1,0,13,43440.01,4038.77
103296,2,53,1,4,0,1,2,0,13,97100.74,1957.99
103297,1,74,3,4,0,4,1,0,16,34698.33,2633.28
103298,2,64,1,5,1,1,3,0,16,99981.22,2645.93
103299,1,31,4,3,0,1,3,1,11,58207.83,1918.83
103300,1,80,3,2,0,2,2,0,6,39359.27,1434.37
103301,1,45,2,2,1,1,4,2,1,35619.42,1187.28
103302,1,88,3,4,0,1,1,0,6,70546.48,894.38
103303,2,23,1,4,0,1,1,0,13,138002.49,3525.59
103304,1,67,3,3,0,1,2,0,14,108242.91,4528.02
103305,1,70,3,5,0,1,2,0,12,140683.58,2715.79
103306,2,62,2,5,0,1,3,0,13,59591.1,3423.24
103307,2,71,3,3,0,1,2,0,9,93760.63,1344.82
103308,1,45,1,2,0,1,1,0,8,47918.98,1559.92
103309,2,85,3,5,0,1,2,0,16,92877.25,4369.62
103310,2,65,3,3,0,1,4,1,11,146144.15,2268.97
103311,2,67,1,1,0,1,2,0,13,133083.12,5803.28
103312,1,34,1,3,0,1,1,0,12,30472.89,464.73
103313,2,68,3,5,0,1,2,0,15,74423.68,2259.48
103314,2,50,1,2,0,1,1,0,11,41903.76,1884.09
103315,2,29,1,4,0,1,2,0,16,55793.85,1519.6
103316,1,37,1,4,0,1,4,2,15,78630.29,876.31
103317,1,61,2,3,0,1,2,0,10,110789.93,2614.64
103318,1,61,3,2,0,1,2,0,16,110891.02,2864.13
103319,2,71,1,5,0,1,1,0,16,25319.0,1164.91
103320,2,35,1,3,1,3,3,0,10,161595.76,2322.45
103321,1,25,1,4,0,1,2,0,15,48203.55,1028.4
103322,1,37,1,2,1,1,5,3,13,52019.73,1967.03
103323,2,66,2,3,0,1,1,0,10,13538.85,541.2
103324,1,68,3,5,0,1,2,0,15,123480.87,4213.64
103325,1,63,3,3,0,1,2,0,1,131863.85,2285.43
103326,2,52,1,3,0,1,2,0,12,32090.22,1858.79
103327,1,67,3,4,0,1,1,0,3,16440.29,538.54
103328,1,22,2,3,0,1,1,0,1,19287.87,2.85
103329,1,26,4,4,0,1,4,2,16,63512.19,2112.68
103330,1,48,1,3,0,1,4,2,14,82083.78,1248.27
103331,2,27,1,4,0,1,1,0,8,59654.03,1103.59
103332,1,61,2,4,0,1,2,0,10,47052.3,1329.27
103333,1,30,1,4,0,1,3,0,15,120927.75,1317.53
103334,1,59,1,3,0,1,2,0,15,75252.17,973.77
103335,2,31,4,2,0,2,3,0,7,117441.44,3854.71
103336,1,68,3,3,0,1,1,0,12,53686.61,1249.16
103337,1,26,1,2,0,1,4,2,13,59827.77,1799.8
103338,1,30,1,4,0,4,6,2,10,49169.41,974.0
103339,1,59,1,3,1,1,1,0,9,23241.85,799.83
103340,1,36,2,2,0,2,3,2,2,42351.86,1873.25
103341,1,65,3,1,1,1,3,0,9,85198.97,639.95
103342,1,68,3,1,0,1,2,0,8,74799.65,874.93
103343,1,55,4,2,0,2,1,0,2,12281.56,1046.92
103344,2,43,1,3,0,1,1,0,13,69749.46,1848.43
103345,1,55,1,3,0,1,1,0,12,27195.5,866.87
103346,1,65,3,4,0,1,2,0,16,259764.42,7336.65
103347,1,51,1,3,0,1,1,0,7,85884.9,1250.69
103348,1,51,1,4,0,1,1,0,9,89818.03,2440.3
103349,1,74,3,1,0,1,2,0,1,88645.49,2089.0
103350,1,66,3,3,0,1,2,0,15,65824.92,2000.14
103351,2,40,1,4,1,1,4,1,11,56730.38,2218.96
103352,1,64,1,4,0,1,3,1,11,21127.67,718.61
103353,2,35,2,4,0,1,1,0,8,16263.87,568.12
103354,1,32,1,2,0,1,3,1,9,67547.45,1706.06
103355,1,30,1,4,0,1,2,0,15,40425.31,1948.49
103356,2,38,1,5,0,4,4,1,13,88441.64,1336.54
103357,2,71,1,2,1,1,3,0,15,49785.28,881.55
103358,1,54,1,3,0,6,2,1,7,90416.15,2679.68
103359,2,41,1,2,0,2,1,0,4,25521.72,769.59
103360,2,56,1,3,0,1,2,0,15,136066.57,2723.49
103361,2,36,2,2,1,1,4,0,7,140252.97,2896.93
103362,1,39,1,3,0,1,4,1,14,89685.34,1763.17
103363,1,61,1,3,1,1,2,0,10,54120.53,1370.82
103364,2,65,3,4,0,1,2,0,12,58417.87,1470.42
103365,1,41,1,3,0,2,3,1,10,69475.75,2139.61
103366,2,77,3,5,0,1,1,0,14,62426.7,1061.61
103367,1,48,1,5,0,1,4,2,15,97570.91,2242.06
103368,1,77,3,4,0,1,1,0,4,39918.08,629.94
103369,1,63,3,5,0,1,1,0,14,85207.58,2849.51
103370,2,67,3,4,0,1,1,0,12,102292.1,1833.64
103371,2,64,3,2,0,1,2,0,7,90024.41,1070.41
103372,1,35,1,3,0,1,1,0,8,53161.45,1304.22
103373,2,37,1,3,0,1,5,3,16,122637.97,2290.4
103374,2,32,1,4,0,2,5,3,11,38190.23,1182.18
103375,1,60,3,4,0,4,4,0,13,34046.63,1953.32
103376,1,47,4,3,0,1,4,1,6,67013.03,2326.51
103377,1,38,1,5,0,1,5,3,15,94401.62,1638.67
103378,2,82,2,5,0,1,2,0,14,122624.57,1675.61
103379,2,25,1,2,0,1,6,2,14,95093.7,1251.02
103380,1,49,1,2,0,1,2,0,13,37985.24,1097.96
103381,2,44,1,4,0,1,1,0,15,40047.27,5083.47
103382,2,37,1,4,0,1,1,0,9,17678.21,652.6
103383,1,60,1,2,0,1,1,0,11,33417.22,984.56
103384,2,31,1,5,0,1,1,0,11,20225.41,618.21
103385,1,80,3,2,0,1,2,0,13,63872.79,1825.8
103386,1,49,1,5,0,1,1,0,14,49750.1,1729.76
103387,2,48,1,2,0,1,4,2,15,114879.69,3045.08
103388,1,38,4,2,0,2,2,1,7,51988.99,3677.24
103389,2,21,4,2,1,1,5,1,13,36561.58,1000.68
103390,1,23,1,4,0,1,2,0,13,7337.27,544.01
103391,1,79,3,3,0,1,2,0,7,78813.26,2802.82
103392,1,55,1,3,0,1,2,0,14,113092.06,3141.62
103393,2,29,4,2,1,1,1,0,1,14811.19,540.28
103394,1,35,1,4,0,4,4,0,15,33677.72,310.09
103395,2,81,3,2,0,1,2,0,11,59608.6,2020.76
103396,2,63,1,4,0,1,2,0,16,95264.12,1975.52
103397,1,74,3,4,0,1,2,0,16,66239.37,1870.29
103398,1,62,3,4,0,1,2,0,13,124257.92,1900.69
103399,1,34,4,3,0,1,6,4,13,116751.58,3760.97
103400,2,76,3,3,1,2,6,2,15,171609.86,4136.49
103401,1,58,4,2,0,1,2,0,8,160133.56,3438.41
103402,2,51,2,5,0,1,1,0,12,42789.4,806.48
103403,2,32,1,4,0,1,4,2,15,200288.19,2382.23
103404,1,37,1,2,1,1,4,2,1,7710.68,270.57
103405,1,42,2,3,0,1,4,2,12,45678.62,1506.63
103406,2,28,1,5,0,4,1,0,11,43864.81,685.39
103407,2,69,3,4,0,1,2,0,13,122646.56,2193.46
103408,1,33,1,3,1,3,5,2,14,56405.17,2001.8
103409,1,54,1,3,0,1,3,0,16,103344.37,2151.66
103410,2,31,1,3,0,1,3,1,11,48241.04,1059.72
103411,2,54,2,5,0,1,2,0,15,70220.39,2961.16
103412,2,62,1,4,0,1,4,2,15,69119.48,1130.31
103413,1,55,4,4,0,1,2,0,15,143658.48,2147.74
103414,1,20,2,2,0,1,2,0,5,63898.12,1242.7
103415,1,60,1,5,0,1,3,0,13,121681.98,2074.11
103416,2,75,1,4,0,1,2,0,13,72636.24,1514.74
103417,2,62,1,4,0,1,2,0,16,104094.5,2476.18
103418,1,60,1,3,0,1,2,0,16,113979.96,2866.96
103419,1,69,3,3,0,1,3,0,11,43260.57,1491.61
103420,1,73,3,2,0,1,1,0,6,22431.66,786.75
103421,2,65,3,3,0,1,2,0,11,80122.55,2377.03
103422,2,52,1,5,0,4,1,0,14,72198.56,963.5
103423,2,61,1,3,0,1,2,0,15,57905.54,1628.73
103424,2,35,1,4,0,1,3,0,15,104439.43,2173.18
103425,2,29,4,2,1,2,1,0,3,7354.21,259.19
103426,1,26,4,3,0,1,4,2,13,91125.15,2098.84
103427,1,61,3,2,0,1,2,0,12,16862.65,1463.08
103428,1,59,1,3,0,1,2,0,11,34336.94,1222.06
103429,1,42,1,2,0,1,4,2,13,84755.18,2520.19
103430,2,70,1,5,0,1,1,0,14,24180.74,1312.81
103431,2,64,3,4,0,1,1,0,16,28122.05,809.65
103432,1,31,4,2,0,1,5,3,16,94296.48,2802.39
103433,1,50,2,3,1,1,1,0,5,24680.73,1065.33
103434,2,51,1,4,0,1,3,2,14,24454.63,1069.81
103435,1,52,1,3,0,1,4,1,13,73328.03,2272.3
103436,1,64,3,2,0,1,2,0,8,124665.08,3274.28
103437,1,32,1,4,0,1,3,1,14,146270.61,3389.59
103438,1,63,1,3,0,1,2,0,15,108450.03,1446.03
103439,1,27,1,5,0,1,2,0,12,64146.74,1540.26
103440,2,30,1,4,0,1,2,0,16,181732.46,3321.55
103441,2,67,1,4,0,1,1,0,13,69878.03,1668.8
103442,2,61,1,4,0,2,2,0,15,63028.06,1665.18
103443,2,72,3,5,0,1,2,0,15,77712.8,2147.28
103444,1,67,3,3,0,2,1,0,14,45963.29,2056.03
103445,1,18,2,1,0,1,4,1,11,63189.09,2123.83
103446,1,62,1,2,0,1,2,0,13,73901.66,2223.59
103447,1,33,2,2,0,1,4,2,14,72896.58,2433.61
103448,1,23,1,4,0,1,2,0,8,50192.52,750.39
103449,1,50,1,4,0,1,3,1,15,50144.49,1722.04
103450,2,41,1,4,0,2,1,0,14,54666.75,1516.53
103451,1,27,1,4,0,1,2,0,15,73930.53,2126.97
103452,2,43,1,4,0,1,2,0,14,70329.48,2679.36
103453,1,68,3,2,0,1,2,0,15,141354.71,2920.32
103454,1,49,2,5,0,1,3,1,15,126252.93,2265.15
103455,2,34,1,5,0,1,4,2,15,72882.76,1586.26
103456,1,66,3,1,0,1,1,0,6,39800.32,518.44
103457,2,56,1,5,0,1,3,0,16,93574.94,2717.46
103458,1,81,3,3,0,1,1,0,7,78374.92,1211.8
103459,2,64,3,4,0,1,2,0,15,85564.32,2485.26
103460,2,39,1,2,0,1,5,3,16,108898.13,1871.77
103461,2,28,1,2,0,1,2,0,11,65095.43,1145.39
103462,2,32,1,4,0,1,1,0,10,41941.51,1113.3
103463,2,59,4,4,0,1,1,0,3,10530.45,380.0
103464,2,58,1,3,0,1,5,0,16,59432.96,4923.03
103465,1,64,1,3,0,1,2,0,15,42933.66,2016.06
103466,2,57,1,2,0,1,4,0,12,128902.51,2919.59
103467,2,83,3,2,0,1,2,0,14,98260.33,1215.19
103468,2,43,1,4,0,1,1,0,9,26738.67,567.08
103469,1,54,4,2,0,1,2,0,1,27213.26,792.91
103470,2,55,1,5,0,1,1,0,16,101730.27,2780.71
103471,2,42,1,5,0,1,2,0,14,87066.59,2275.91
103472,1,30,1,4,0,1,3,0,13,76103.52,2474.64
103473,1,30,1,4,0,1,4,2,14,79307.94,2631.75
103474,1,72,3,4,0,1,1,0,13,72459.53,1336.69
103475,1,28,1,5,0,1,2,0,15,62257.48,1183.57
103476,1,70,3,2,0,1,1,0,15,8473.71,349.05
103477,1,62,1,4,0,1,2,0,16,169228.48,4079.66
103478,1,47,2,2,0,1,4,2,16,49208.53,1062.41
103479,2,45,1,4,0,1,3,2,11,21457.77,766.78
103480,1,73,3,3,0,1,1,0,12,126252.45,3109.35
103481,1,33,2,4,0,6,3,1,10,16536.11,1066.12
103482,1,36,2,3,0,1,5,3,15,81848.36,2360.08
103483,1,66,2,4,0,1,2,0,15,123984.2,3508.03
103484,2,64,4,2,0,1,1,0,4,127399.86,1123.6
103485,1,63,4,3,0,1,2,0,13,75175.75,1583.13
103486,1,38,4,3,0,1,4,2,8,86969.76,3158.2
103487,1,34,1,3,1,5,2,1,8,49133.73,1139.93
103488,1,27,1,5,0,1,4,0,15,112616.33,2514.54
103489,1,36,4,2,1,1,5,3,4,56534.09,1959.33
103490,1,57,3,3,0,1,2,0,13,41514.45,1130.95
103491,1,35,1,4,0,1,6,4,15,82429.07,3581.5
103492,2,70,3,2,0,1,2,0,10,68932.62,2360.18
103493,1,68,2,3,0,1,2,0,15,55151.31,1848.95
103494,1,42,1,5,0,4,4,2,16,88094.81,3830.27
103495,1,73,3,2,0,1,3,0,6,47940.77,2171.33
103496,1,64,3,3,0,1,2,0,11,110043.32,2572.26
103497,2,28,1,1,1,6,1,0,1,27937.15,806.97
103498,1,27,2,2,1,1,5,3,9,7436.14,220.44
103499,1,45,1,4,1,1,3,2,1,127050.81,2281.67
103500,2,25,1,4,0,4,1,0,16,11708.77,413.15
103501,1,24,2,5,0,1,2,0,8,49309.27,1190.72
103502,2,50,1,2,1,1,3,0,2,99251.29,2558.55
103503,1,27,4,3,1,1,4,0,7,71256.0,2089.01
103504,2,84,1,5,0,1,2,0,16,135920.74,4801.08
103505,1,37,1,4,0,1,3,0,15,26279.11,2081.77
103506,2,55,1,2,0,1,2,0,11,75179.5,1966.61
103507,2,28,1,5,0,1,1,0,11,43032.49,1622.88
103508,2,59,1,4,0,1,4,2,11,134046.28,2394.58
103509,1,78,3,3,0,1,2,0,15,122022.84,925.46
103510,1,26,1,4,0,2,1,0,13,28957.72,1132.7
103511,1,48,1,4,1,1,2,0,12,36232.3,1214.87
103512,2,35,1,5,0,1,7,4,13,80220.05,2184.61
103513,1,43,1,4,0,1,4,2,15,103592.81,3338.46
103514,1,39,4,1,1,1,5,2,9,94064.88,1501.0
103515,2,68,3,3,0,1,2,0,15,151786.69,3414.76
103516,2,46,1,5,0,1,4,2,16,162987.6,3456.04
103517,1,36,2,4,1,1,3,1,12,113812.47,1007.24
103518,1,90,3,2,0,1,1,0,9,180894.84,1909.98
103519,2,29,1,5,0,1,2,0,15,107791.4,2516.76
103520,2,54,1,2,0,4,2,1,13,88755.58,2333.72
103521,1,78,3,2,0,1,1,0,10,74893.71,1138.19
103522,2,65,1,3,0,1,2,0,14,138238.96,3193.09
103523,1,49,2,3,0,1,3,1,16,138951.19,2945.82
103524,2,83,3,3,0,1,2,0,10,112584.37,1886.37
103525,1,64,1,3,0,1,1,0,11,77676.07,1609.85
103526,2,26,1,4,0,1,2,0,15,56711.99,951.32
103527,1,78,3,5,0,1,4,1,13,138154.16,3729.78
103528,2,42,1,2,0,2,3,1,13,44612.53,1573.67
103529,2,33,1,2,0,2,1,0,9,12859.29,626.88
103530,2,71,3,3,0,1,2,0,11,111871.88,1933.66
103531,1,39,4,2,0,1,4,2,8,49642.28,1565.77
103532,2,65,1,3,0,1,2,0,16,60567.46,2158.51
103533,1,48,1,1,0,2,4,0,9,74830.46,1782.98
103534,1,33,2,4,0,1,6,4,16,121211.67,2031.1
103535,1,28,1,3,1,1,4,2,12,51925.52,1655.72
103536,1,57,1,3,0,1,1,0,14,84114.96,881.75
103537,2,81,3,1,0,1,1,0,6,85439.34,2358.95
103538,1,74,3,2,0,1,2,0,9,26125.02,905.48
103539,2,85,3,5,0,6,2,0,16,111669.86,3450.65
103540,1,69,1,2,0,1,2,0,13,57643.72,1528.47
103541,1,55,1,5,0,1,3,1,8,102640.69,2638.45
103542,1,58,1,3,0,5,2,0,9,24931.75,2105.04
103543,2,53,1,4,0,1,2,0,16,82529.72,1664.1
103544,2,52,1,5,0,1,2,0,16,116142.67,2202.32
103545,2,70,3,4,0,1,2,0,12,101597.76,1245.68
103546,2,65,2,4,0,1,1,0,6,25573.99,601.95
103547,1,32,1,4,0,2,1,0,11,18239.36,642.64
103548,2,43,1,5,0,1,4,2,16,139974.13,3496.96
103549,1,43,1,3,0,2,7,4,13,112743.66,3174.11
103550,2,58,1,1,0,1,1,0,10,90266.38,1676.25
103551,1,60,3,4,0,2,2,0,14,55437.08,1815.99
103552,1,58,4,3,0,1,2,0,3,66353.96,2293.51
103553,2,23,2,4,0,2,2,0,3,17683.65,731.65
103554,2,27,1,5,0,4,1,0,13,5602.71,191.21
103555,2,75,3,5,0,1,1,0,14,55130.15,779.46
103556,2,48,1,5,0,1,4,2,16,156374.32,2244.89
103557,2,72,3,4,0,1,2,0,8,68947.3,2231.14
103558,2,62,1,4,1,1,2,0,9,25246.19,849.7
103559,2,67,3,5,1,1,2,0,15,61540.65,1023.58
103560,2,68,3,4,0,1,1,0,11,124544.74,2209.99
103561,2,88,3,2,0,1,1,0,6,24056.67,692.14
103562,2,75,3,4,0,1,3,0,14,63748.31,2343.41
103563,1,50,1,5,0,1,3,1,16,333443.26,5070.63
103564,1,40,2,3,0,1,2,1,14,60814.18,2046.89
103565,1,79,3,2,0,1,1,0,5,89910.75,2048.97
103566,2,42,1,5,0,2,1,0,12,36806.55,1681.71
103567,2,54,1,3,0,2,3,0,1,67099.86,1222.3
103568,1,41,2,3,0,1,4,2,15,48922.29,1530.8
103569,2,55,1,2,0,4,3,0,14,34912.53,315.79
103570,1,77,3,2,0,1,1,0,7,62604.62,1539.74
103571,1,74,3,3,0,1,2,0,9,74389.05,2033.88
103572,1,55,1,5,0,1,1,0,15,80829.79,1599.01
103573,1,64,2,4,0,1,1,0,13,20667.41,1003.37
103574,1,52,2,3,0,1,3,1,4,28231.83,1569.42
103575,2,57,1,4,0,1,3,0,16,122201.95,3451.4
103576,1,32,1,4,0,1,4,2,14,140754.13,2253.27
103577,2,66,3,3,0,1,2,0,14,107558.51,1934.37
103578,2,65,3,3,0,1,2,0,6,72171.97,1328.31
103579,2,70,3,4,0,1,1,0,4,29833.3,926.42
103580,1,83,3,3,0,1,1,0,6,76339.41,1721.06
103581,2,72,3,2,0,1,1,0,11,120928.52,2520.43
103582,2,85,3,3,0,1,1,0,13,118112.33,1804.08
103583,2,33,1,3,1,4,3,1,13,47304.82,4117.71
103584,1,56,1,4,0,1,3,0,15,103858.15,1323.94
103585,2,73,3,5,0,1,2,0,13,65959.57,2024.68
103586,2,67,2,4,0,1,2,0,8,71131.28,2239.82
103587,1,74,2,4,0,1,1,0,9,81076.24,1914.72
103588,2,58,1,4,0,1,3,0,15,61499.1,1384.65
103589,1,72,3,3,0,1,1,0,6,19934.07,697.45
103590,1,34,1,3,0,1,6,4,15,147403.39,4641.41
103591,2,66,3,2,0,1,4,1,3,146146.13,4462.93
103592,2,71,3,5,0,1,2,0,13,34714.62,1395.07
103593,1,58,1,5,0,1,3,0,16,263791.84,3127.07
103594,1,68,3,3,0,2,1,0,3,5744.61,378.64
103595,1,84,3,3,0,2,2,0,4,70432.43,2269.25
103596,2,18,4,2,0,4,2,0,15,48173.42,1486.55
103597,2,30,1,4,0,1,3,1,15,55638.9,906.65
103598,1,62,2,4,0,1,1,0,9,42829.24,1200.64
103599,1,52,4,2,0,1,2,0,13,84867.45,1443.4
103600,2,56,1,2,0,1,3,0,13,85311.85,1403.88
103601,1,40,1,5,0,1,4,2,16,71726.26,2341.82
103602,2,66,1,4,0,1,3,0,16,183932.57,1914.15
103603,1,73,3,2,0,1,1,0,13,48111.81,2107.81
103604,2,69,3,2,0,2,2,0,13,78521.78,2636.41
103605,2,86,3,5,0,1,2,0,15,86158.78,1841.99
103606,2,90,3,4,0,1,4,0,13,124014.95,1964.81
103607,1,41,1,3,0,1,4,3,11,117761.42,2848.95
103608,2,41,1,3,0,1,3,1,15,83889.48,1961.88
103609,1,62,2,3,0,1,1,0,6,122469.71,1870.89
103610,2,55,2,3,0,2,1,0,11,31634.83,1069.69
103611,1,48,1,5,0,1,1,0,14,12858.78,521.97
103612,1,84,3,4,0,1,3,0,11,101834.56,2968.16
103613,1,72,3,2,0,1,2,0,2,52978.05,947.68
103614,1,28,1,5,0,1,2,0,15,48162.25,1170.21
103615,1,27,1,5,0,1,3,0,14,207044.32,2362.9
103616,2,65,3,4,0,1,1,0,8,118763.84,1653.22
103617,2,74,4,2,0,1,1,0,7,11527.19,806.83
103618,2,59,2,5,0,2,2,0,9,78755.03,2485.14
103619,2,62,1,2,0,1,2,0,14,98326.15,1716.36
103620,2,54,1,4,0,1,2,0,15,73881.14,1985.29
103621,1,50,4,3,0,1,3,1,15,83702.66,1912.76
103622,1,51,2,3,0,6,6,2,15,116073.93,1932.76
103623,2,73,3,4,0,1,2,0,12,45557.98,1435.32
103624,2,80,3,2,0,1,1,0,8,78411.8,2579.74
103625,1,74,3,2,0,1,2,0,9,61434.95,1995.38
103626,2,65,1,3,0,1,2,0,12,100868.12,2499.04
103627,2,73,3,3,0,1,2,0,15,74140.03,1796.4
103628,1,31,1,4,0,1,2,0,15,51975.32,2348.33
103629,1,29,1,5,0,4,1,0,12,15131.91,734.21
103630,1,71,3,5,0,1,1,0,11,121540.14,2962.54
103631,2,27,1,5,0,4,3,1,1,40730.11,1146.77
103632,1,35,1,4,0,1,3,1,14,69447.54,2377.11
103633,2,28,1,2,0,1,2,0,14,108835.74,3027.12
103634,1,31,1,5,0,1,1,0,14,32686.83,848.84
103635,1,30,1,3,1,2,4,2,11,80931.64,2701.95
103636,1,44,1,5,0,1,3,1,16,154752.43,1995.18
103637,2,59,3,3,0,2,1,0,12,77266.21,2380.01
103638,1,53,4,2,0,1,6,3,1,94236.5,3304.87
103639,1,27,1,5,0,1,3,1,16,72306.54,2630.87
103640,1,42,1,2,1,2,2,0,15,50563.7,1745.57
103641,1,63,3,5,0,1,2,0,16,283687.75,8578.98
103642,1,30,1,3,1,1,3,1,13,75611.6,2485.51
103643,1,75,3,2,1,1,1,0,3,37902.99,1028.29
103644,1,54,4,3,0,2,1,0,6,33797.69,1390.18
103645,1,68,4,2,0,4,1,0,1,32269.22,935.18
103646,2,24,1,4,0,1,2,0,15,90830.18,1430.8
103647,2,57,1,3,0,1,2,0,15,132904.85,3282.03
103648,1,27,1,5,0,1,1,0,14,7932.37,371.68
103649,1,68,1,3,0,1,1,0,12,61050.85,2056.97
103650,1,37,4,1,0,6,1,0,3,21689.33,793.74
103651,1,49,1,5,0,1,4,1,16,69616.55,2384.55
103652,2,69,3,3,0,1,2,0,13,71539.18,1580.1
103653,1,66,3,4,0,1,1,0,9,27811.26,1222.92
103654,1,27,1,2,0,1,3,0,13,27786.53,1160.04
103655,2,77,3,2,0,1,2,0,14,119260.49,1657.35
103656,1,51,1,4,0,1,1,0,1,48544.25,1130.98
103657,1,74,3,4,0,1,1,0,11,98642.66,1402.25
103658,2,45,1,2,1,1,5,1,11,87873.97,2682.59
103659,2,75,3,3,0,5,7,2,16,59168.33,5441.44
103660,2,57,1,4,0,1,2,0,16,102566.97,1813.14
103661,1,59,2,4,0,1,3,0,6,38603.51,1276.84
103662,2,36,1,4,0,4,4,2,14,17832.83,717.72
