DOEID,REGIONC,DIVISION,state_postal,BA_climate,TOTALBTU,TOTALDOL
109284,SOUTH,South Atlantic,DE,Mixed-Humid,83854.75,2047.92
109285,SOUTH,West South Central,TX,Hot-Humid,48406.92,1822.04
109286,NORTHEAST,New England,MA,Cold,175313.78,4817.88
109287,SOUTH,South Atlantic,VA,Mixed-Humid,88118.31,3376.71
109288,SOUTH,West South Central,TX,Hot-Humid,67400.85,1446.97
109289,WEST,Mountain South,NV,Hot-Dry,53566.71,1656.41
109290,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,153870.16,2762.38
109291,SOUTH,West South Central,TX,Hot-Humid,27216.76,912.98
109292,SOUTH,South Atlantic,WV,Cold,78908.56,1465.17
109293,SOUTH,West South Central,TX,Hot-Humid,83204.81,2040.63
109294,WEST,Pacific,HI,Hot-Humid,27758.93,2325.67
109295,WEST,Mountain North,ID,Cold,82283.33,1197.82
109296,SOUTH,South Atlantic,NC,Mixed-Humid,99054.59,3463.92
109297,SOUTH,South Atlantic,GA,Mixed-Humid,58490.66,1561.63
109298,SOUTH,East South Central,AL,Hot-Humid,89993.84,3032.48
109299,SOUTH,South Atlantic,MD,Mixed-Humid,35911.92,855.61
109300,MIDWEST,East North Central,IN,Cold,83475.7,2164.64
109301,WEST,Mountain North,CO,Cold,82634.16,854.42
109302,SOUTH,South Atlantic,FL,Hot-Humid,42086.88,1351.84
109303,WEST,Pacific,CA,Hot-Dry,26217.38,584.26
109304,NORTHEAST,New England,VT,Cold,44683.55,2441.83
109305,SOUTH,South Atlantic,FL,Hot-Humid,32399.41,1072.07
